         156 ,         158 ,         172 ,
         143 ,         157 ,         161 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
         158 ,         162 ,         176 ,
         147 ,         161 ,         163 ,
         162 ,         164 ,         178 ,
         149 ,         163 ,         165 ,
         164 ,         180 ,           0 ,
         151 ,         167 ,           0 ,
         166 ,         168 ,         182 ,
         153 ,         167 ,         169 ,
         168 ,         170 ,         184 ,
         155 ,         169 ,         171 ,
         170 ,         172 ,         186 ,
         157 ,         171 ,         176 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
         161 ,         172 ,         177 ,
         176 ,         178 ,         192 ,
         163 ,         177 ,         179 ,
         178 ,         180 ,         194 ,
         165 ,         179 ,           0 ,
         182 ,         196 ,           0 ,
         167 ,         181 ,         183 ,
         182 ,         184 ,         198 ,
         169 ,         183 ,         185 ,
         184 ,         186 ,         200 ,
         171 ,         185 ,         191 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
         186 ,         192 ,         206 ,
         177 ,         191 ,         193 ,
         192 ,         194 ,         208 ,
         179 ,         193 ,         195 ,
         194 ,         210 ,           0 ,
         181 ,         197 ,           0 ,
         196 ,         198 ,         212 ,
         183 ,         197 ,         199 ,
         198 ,         200 ,         214 ,
         185 ,         199 ,         201 ,
         200 ,         206 ,         216 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
         191 ,         201 ,         207 ,
         206 ,         208 ,         222 ,
         193 ,         207 ,         209 ,
         208 ,         210 ,         224 ,
         195 ,         209 ,           0 ,
         212 ,           0 ,           0 ,
         197 ,         211 ,         213 ,
         212 ,         214 ,           0 ,
         199 ,         213 ,         215 ,
         214 ,         216 ,           0 ,
         201 ,         215 ,         221 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
           0 ,           0 ,           0 ,
         216 ,         222 ,           0 ,
         207 ,         221 ,         223 ,
         222 ,         224 ,           0 ,
         209 ,         223 ,         225 ,
         224 ,           0 ,           0 ,
